Step,GAN_A-202102240258 - loss
154,0.898476005
155,0.934326053
156,0.906305075
157,2.920292139
158,0.894944072
159,0.929923892
160,0.996683598
161,0.971977592
162,0.967542529
163,0.863192081
164,0.957525849
165,0.886024415
166,1.356750488
167,0.944195628
168,0.955730557
169,1.011652231
170,1.1888659
171,0.918175578
172,2.189303398
173,0.949912906
174,1.059085131
175,0.993994713
176,1.119028926
177,1.109271169
178,0.946550846
179,0.953552663
180,0.908721328
181,1.040227294
182,0.860815406
183,0.948391438
184,1.241806507
185,1.000384927
186,1.741209507
187,0.897689581
188,0.859649181
189,0.987698197
190,0.850470543
191,1.825679302
192,0.8681252
193,1.390127897
194,0.92965591
195,0.940390706
196,1.396016836
197,0.983992696
198,1.235482216
199,0.909168243
200,1.617032647
201,0.900961518
202,0.935455322
203,1.390251398
204,1.600909472
205,1.836194515
206,0.99606514
207,0.953733385
208,1.036778212
209,0.976273119
210,0.925492108
211,1.051474094
212,0.965633273
213,1.016960144
214,1.395709753
215,1.10390687
216,1.06527555
217,0.951265514
218,1.071735382
219,1.185614824
220,0.957629383
221,1.009355307
222,0.848968804
223,1.2951684
224,0.893040419
225,0.848352313
226,1.004158735
227,0.864643335
228,1.661033988
229,0.936876893
230,1.073555708
231,0.968816161
232,0.932592392
233,1.407642126
234,0.980465055
235,0.90249145
236,1.004784346
237,0.846993566
238,1.100352764
239,1.407165766
240,0.947621763
241,1.212821484
242,0.893330693
243,0.900385559
244,2.130905628
245,0.980286121
246,1.02042222
247,1.062272191
248,1.023359418
249,1.143586516
250,1.090833783
251,1.033393621
252,1.830903292
253,1.030817986
254,1.213799
255,1.018409848
256,0.870328724
257,0.950719595
258,0.960316539
259,0.961768389
260,0.968546629
261,0.861021757
262,0.890688241
263,1.043611765
264,0.988674462
265,0.900365889
266,0.895293593
267,1.013568997
268,0.997890234
269,0.926805496
270,0.914288759
271,0.976236761
272,1.364247322
273,0.929657698
274,0.94127667
275,0.816411257
276,1.004778624
277,0.867788851
278,0.915298223
279,0.98358345
280,2.556530714
281,0.897098958
282,0.933129072
283,1.134772062
284,0.973382592
285,0.975663304
286,0.958397746
287,0.960892081
288,1.000814319
289,0.921440125
290,1.054308891
291,1.641548276
292,0.899722159
293,0.993301749
294,1.318537235
295,0.969465375
296,0.987421036
297,0.964309216
298,0.938858032
299,0.99286747
300,0.918443918
301,1.379789114
302,0.987224579
303,0.987820387
304,1.768161535
305,0.933894455
306,1.34769392
307,0.879355013
308,0.993464947
309,0.926136255
310,1.030691862
311,0.992503524
312,0.949618816
313,3.26040411
314,0.916173995
315,0.977800786
316,0.976350129
317,0.964365244
318,0.93003726
319,1.026542902
320,1.071417332
321,0.942526817
322,0.982568204
323,1.008751631
324,0.960817933
325,0.967700899
326,0.97353214
327,1.15290916
328,2.179752111
329,0.915527225
330,0.973625302
331,1.16864109
332,0.96296072
333,0.859015584
334,0.977411866
335,0.993240654
336,0.988729835
337,0.94314301
338,1.38478899
339,0.917901516
340,0.98101294
341,0.906604111
342,0.927974641
343,0.977853656
344,0.934438944
345,0.910813868
346,0.960617185
347,0.9226107
348,0.963906467
349,0.988239646
350,0.934217334
351,0.935468316
352,1.088133454
353,0.807668805
354,0.93086338
355,1.076832294
356,0.899656177
357,1.869215488
358,3.110652447
359,1.159876227
360,0.860393047
361,1.0870924
362,1.009935141
363,0.894188344
364,1.012798786
365,0.961069822
366,0.989167452
367,0.990268111
368,0.937639177
369,1.071979284
370,1.023700953
371,0.945366502
372,1.038871527
373,0.968809009
374,1.021667004
375,1.003370166
376,1.016952634
377,0.958880782
378,0.939776659
379,0.923354506
380,0.874338686
381,0.928746879
382,2.315053463
383,0.933233976
384,0.934827924
385,1.182136297
386,0.982495666
387,0.92251575
388,0.947856426
389,0.931409478
390,1.008131266
391,0.970469236
392,1.009292603
393,0.945438027
394,0.980706036
395,0.95194757
396,0.972591043
397,0.971037388
398,0.881572485
399,1.134116173
400,0.99078691
401,1.23084259
402,0.981905162
403,0.953595459
404,1.087350607
405,0.938560843
406,0.925528467
407,1.011259556
408,0.956523061
409,0.957241595
410,0.973327279
411,1.010307789
412,0.942279994
413,0.936515331
414,0.983878851
415,1.723327994
416,0.931740999
417,0.931955516
418,1.007887244
419,0.969295382
420,0.982124448
421,0.974935532
422,0.991634011
423,1.01474607
424,0.905119181
425,1.086557388
426,1.038533926
427,1.098644853
428,0.99896121
429,0.965247393
430,0.971549511
431,0.982108712
432,0.897341788
433,0.972823381
434,0.959070444
435,0.990205169
436,0.988128185
437,0.848475814
438,0.899573326
439,0.941103935
440,0.932224393
441,0.991615117
442,0.87945497
443,0.892498791
444,0.888581157
445,0.881568372
446,0.96458602
447,0.957748353
448,0.832769036
449,0.931475103
450,1.052338839
451,0.9653548
452,0.873537302
453,0.939462125
454,0.928271592
455,0.97044462
456,0.887648582
457,0.893353343
458,1.094139218
459,0.917866111
460,0.952302933
461,0.910982609
462,0.915087461
463,0.938268185
464,0.921642125
465,0.914575994
466,0.920537353
467,0.932161033
468,1.04876256
469,0.937897205
470,1.519611597
471,0.91707921
472,0.941857934
473,0.967654705
474,0.861255586
475,0.908590078
476,0.962490082
477,0.893006742
478,0.957456112
479,0.982786298
480,0.996028185
481,0.974617898
482,0.984750867
483,0.969899654
484,0.860264599
485,1.127298355
486,1.102632523
487,1.010432601
488,0.959616244
489,0.981673241
490,1.059354067
491,0.921533227
492,0.913881004
493,0.920298576
494,0.90585947
495,0.949859858
496,0.978311777
497,0.973173022
498,1.51440835
499,1.625640154
500,0.877256393
501,1.336546302
502,1.247589111
503,0.938713074
504,0.930337191
505,1.248286486
506,0.938195109
507,0.989027381
508,0.966867864
509,1.064344168
510,0.951783538
511,0.961095512
512,0.889521718
513,0.965177953
514,0.978116393
515,0.951546907
516,0.955775857
517,0.985111952
518,0.932664275
519,0.945726395
520,0.904660583
521,0.937704921
522,0.903110623
523,0.908055961
524,0.983854055
525,0.958138347
526,0.906442702
527,1.033836603
528,0.912665129
529,0.906723082
530,0.994270742
531,1.061748028
532,0.92286396
533,1.109413147
534,0.88795191
535,0.867908239
536,0.950408936
537,0.907369733
538,0.956455588
539,0.927291572
540,0.886432767
541,0.952976286
542,1.299434662
543,0.96728009
544,0.944776535
545,0.971913517
546,0.965597391
547,0.982302427
548,0.969533205
549,0.877184927
550,0.966474235
551,0.894280314
552,1.006998539
553,0.864059925
554,0.969083071
555,0.930061638
556,0.896565318
557,0.931179047
558,0.974325955
559,0.977671325
560,0.878452659
561,0.948682427
562,0.924225748
563,0.95644486
564,0.932923794
565,0.92622745
566,0.915370345
567,0.909474909
568,0.838003278
569,0.942178249
570,0.936762691
571,0.965563297
572,0.877743721
573,0.966442823
574,0.804009497
575,0.876380801
576,0.889118314
577,1.42891407
578,0.916659594
579,0.918207049
580,0.883568227
581,0.940010071
582,1.488567829
583,0.920669675
584,1.020862579
585,0.854241967
586,0.896014214
587,0.961159408
588,0.837492943
589,0.909741521
590,0.903235197
591,0.87179184
592,0.901392579
593,0.886198103
594,1.082660079
595,0.950608253
596,0.909529328
597,0.84358573
598,0.895990431
599,0.819828391
600,0.890503049
601,0.934311628
602,1.046621323
603,0.927633286
604,0.90652436
605,0.901717305
606,0.953959584
607,0.869383693
608,0.894745111
609,0.924743056
610,0.867067993
611,0.934961796
612,0.890448391
613,0.927292466
614,1.355909228
615,0.84923923
616,0.886214197
617,0.883193791
618,0.920240998
619,0.91379571
620,0.928746581
621,1.012410879
622,0.895943046
623,1.508499503
624,0.965715647
625,0.891365767
626,0.911917031
627,0.98953104
628,0.913009465
629,0.951718569
630,0.960244298
631,0.971404195
632,0.923126519
633,0.914669514
634,0.844903588
635,0.863115728
636,0.912562251
637,0.890422583
638,0.906450033
639,0.981196702
640,0.907337546
641,0.937896252
642,0.928024173
643,0.92022711
644,0.925367355
645,0.892252266
646,0.92438966
647,0.901796103
648,0.886583447
649,0.932331145
650,0.931224942
651,0.914037466
652,1.078154325
653,0.932994187
654,0.960979581
655,0.988925159
656,1.420430422
657,0.878036976
658,0.922955275
659,0.935333371
660,0.90043956
661,0.799481034
662,0.910991609
663,0.88724643
664,0.93142879
665,0.862695754
666,0.820603609
667,0.914172649
668,0.815276742
669,0.908961892
670,0.88765341
671,0.889826775
672,0.924227953
673,0.891997218
674,0.829432368
675,0.903665066
676,1.129473925
677,1.157132149
678,0.919853449
679,0.923856914
680,0.942815423
681,0.872514486
682,0.820363998
683,0.892135859
684,0.936080694
685,0.848840773
686,0.893940389
687,0.950011551
688,0.977287889
689,0.844481468
690,0.81802547
691,0.890135884
692,0.933350086
693,0.976963043
694,0.910211205
695,1.390725851
696,0.887922287
697,1.625406981
698,0.966223121
699,0.920599222
700,0.956610799
701,0.938227177
702,0.841684222
703,0.912358522
704,0.838167906
705,0.928168237
706,0.904304743
707,0.946228504
708,0.931679964
709,0.933091938
710,1.569681406
711,0.879498243
712,0.901514173
713,0.944758117
714,0.950137556
715,0.927954435
716,0.930682898
717,1.106885433
718,0.957835793
719,0.930180311
720,0.89698422
721,0.929954767
722,0.875339806
723,0.946542382
724,0.91855979
725,1.804982424
726,0.904113293
727,0.872371435
728,0.919966102
729,0.89111197
730,0.923870444
731,0.999934077
732,0.934566557
733,0.944814682
734,0.975885332
735,0.93221426
736,0.944589913
737,0.919969201
738,0.92263031
739,0.880662918
740,0.870012581
741,0.931589603
742,1.023873091
743,0.904762268
744,0.949232578
745,0.9114905
746,1.008330107
747,1.44332242
748,0.966514349
749,0.925813794
750,1.010225177
751,0.862071872
752,0.98536706
753,0.925057054
754,1.954828382
755,0.912015676
756,0.931469083
757,0.912774801
758,0.936393082
759,0.908760309
760,0.885166168
761,0.906396389
762,0.892694473
763,0.93092227
764,0.945358634
765,0.973938227
766,0.935433865
767,0.859878302
768,0.877401114
769,0.817006111
770,0.912434697
771,0.896306396
772,0.861724436
773,0.837351084
774,0.906135917
775,0.899719477
776,1.1904217
777,0.917119026
778,0.934484124
779,0.82582593
780,0.870923281
781,0.986189067
782,0.874196589
783,0.88920331
784,0.930030942
785,0.883904755
786,0.887949824
787,0.900606871
788,0.819504261
789,0.876289666
790,1.147676826
791,0.835059583
792,0.950798333
793,0.909801722
794,0.923359454
795,0.901572466
796,0.891875505
797,0.876061559
798,0.854294658
799,0.857000232
800,0.902258754
801,0.900586128
802,0.865463138
803,0.944378614
804,0.895681858
805,0.930945992
806,0.857551575
807,0.877067685
808,0.847142875
809,0.902950287
810,2.165819645
811,0.811434627
812,0.900672495
813,0.958441973
814,0.92562902
815,0.823011994
816,0.897268772
817,0.851378202
818,0.937698007
819,0.850754142
820,0.860867858
821,0.935911059
822,0.865698457
823,0.886971354
824,0.919044971
825,0.908067703
826,0.908335686
827,0.874721527
828,0.897135437
829,0.88741082
830,0.939389348
831,0.873825073
832,0.856038094
833,0.855098426
834,0.934103608
835,0.915896773
836,0.844258547
837,0.881405711
838,0.881964624
839,0.915129304
840,0.930285335
841,0.998402596
842,0.897883177
843,0.939348578
844,0.880246997
845,0.937690198
846,0.964464784
847,0.801570714
848,0.949327826
849,0.889416397
850,0.83825314
851,0.838599682
852,0.922863007
853,0.912814319
854,0.909887314
855,0.976430058
856,0.860375524
857,0.836359143
858,0.916000843
859,1.095242739
860,0.833663642
861,0.887345791
862,0.873441219
863,0.821117043
864,0.876975894
865,0.863589287
866,0.848419905
867,1.042084098
868,0.839663446
869,0.818387628
870,0.870108128
871,0.877724171
872,0.947991908
873,0.878644347
874,0.940098882
875,0.828176498
876,0.890594661
877,0.896794438
878,1.120447397
879,0.927626967
880,1.204004884
881,0.745038867
882,0.862822413
883,0.974116325
884,0.930073023
885,0.879234433
886,0.967250109
887,0.815289021
888,0.812972188
889,0.855215251
890,0.807797194
891,0.831512809
892,0.947834373
893,0.828674197
894,1.889983296
895,0.90712136
896,0.86913985
897,0.912021339
898,0.92195338
899,0.937044024
900,0.876357913
901,0.864158511
902,0.906725764
903,0.919185042
904,0.923600316
905,0.930804133
906,0.933608413
907,0.865665913
908,1.064306736
909,0.829292297
910,0.848481953
911,0.853245974
912,0.864981592
913,0.909728229
914,0.850452006
915,0.834745228
916,0.924492598
917,0.848629415
918,0.917183757
919,0.866792798
920,0.864039302
921,0.85238874
922,0.815694094
923,0.86304003
924,0.867737651
925,0.742283821
926,0.840654492
927,0.865453005
928,0.845357597
929,0.9146626
930,0.882051826
931,0.836189985
932,0.895078182
933,0.88885963
934,0.865890384
935,0.779599786
936,2.056810856
937,2.194901228
938,0.931866646
939,0.882189631
940,1.000474691
941,0.873408675
942,0.902848601
943,0.927589357
944,0.791559458
945,0.789750934
946,0.865599215
947,1.349719763
948,0.878925264
949,0.863585353
950,0.823933661
951,0.906771302
952,0.817882478
953,0.906713188
954,0.844404042
955,0.917764783
956,0.897359192
957,0.930548906
958,0.822294593
959,0.930086553
960,0.836184502
961,1.210695744
962,0.885980487
963,0.883697033
964,0.887167573
965,0.833364248
966,0.918574452
967,0.824806094
968,0.892958522
969,0.851394415
970,0.950817168
971,0.901763082
972,0.901144028
973,0.847727597
974,0.933475137
975,0.914043367
976,0.826686442
977,0.891596615
978,0.839379191
979,0.871050537
980,0.882348299
981,0.814581037
982,0.869753599
983,1.14076376
984,0.97282213
985,2.220252037
986,0.899001896
987,0.908821106
988,0.922910333
989,0.775743067
990,0.887754917
991,0.857007623
992,0.849845886
993,0.863601089
994,0.875540495
995,0.914028406
996,0.896964788
997,0.934705377
998,0.886499763
999,0.819789171
1000,0.855794549
1001,0.856081247
1002,0.913660049
1003,0.810382843
1004,0.91488874
1005,0.88707006
1006,1.878604889
1007,1.011070132
1008,1.54493618
1009,0.912634611
1010,0.8451491
1011,0.91143918
1012,0.839781761
1013,0.842361271
1014,0.91326797
1015,0.883724451
1016,0.842529774
1017,0.846143246
1018,0.826777995
1019,0.836623132
1020,0.869951189
1021,0.835898995
1022,0.900787711
1023,0.885499835
1024,0.865506709
1025,0.950603485
1026,0.803757548
1027,0.850708246
1028,0.812424302
1029,0.790954113
1030,0.853553057
1031,0.83596766
1032,0.849291384
1033,0.819286823
1034,0.824030519
1035,0.878201008
1036,0.827916741
1037,0.96432519
1038,0.877885699
1039,0.943152606
1040,0.890249133
1041,0.867754579
1042,0.869190991
1043,0.865944147
1044,0.902733147
1045,0.841670692
1046,0.885050893
1047,1.087557673
1048,0.780865669
1049,0.837100863
1050,0.963149309
1051,0.879231572
1052,0.833031416
1053,0.831268311
1054,0.8365376
1055,0.872375607
1056,0.878323436
1057,0.856646538
1058,0.932457089
1059,0.91302824
1060,0.963260293
1061,0.687121689
1062,0.90977025
1063,0.908832431
1064,0.820224404
1065,0.826126218
1066,0.835877419
1067,0.841895342
1068,0.850689471
1069,0.883537829
1070,0.809166968
1071,0.900571287
1072,0.893452883
1073,0.880724967
1074,0.758720756
1075,0.928318441
1076,0.880351126
1077,0.877200723
1078,0.827601671
1079,0.87306428
1080,0.848693371
1081,0.81319195
1082,0.71383369
1083,0.825602651
1084,0.829033017
1085,0.829058528
1086,0.825126171
1087,0.907433093
1088,0.825442672
1089,0.902807713
1090,0.868992805
1091,0.836089015
1092,0.895713091
1093,0.793700695
1094,0.786704659
1095,0.896691084
1096,0.835583925
1097,0.885757327
1098,0.86263293
1099,0.860177636
1100,0.772680044
1101,0.855606079
1102,0.816775382
1103,0.901605844
1104,0.857876301
1105,0.844692409
1106,0.826959014
1107,0.874584198
1108,0.898539543
1109,0.889151752
1110,0.810585022
1111,0.830425739
1112,0.933978677
1113,0.872400761
1114,0.833143532
1115,0.797661066
1116,0.893795967
1117,0.844617724
1118,0.856068254
1119,0.794217467
1120,1.120324612
1121,0.881079793
1122,0.825963914
1123,0.799371123
1124,0.746197939
1125,0.814573467
1126,0.867801607
1127,0.845683813
1128,0.800057471
1129,0.837391376
1130,0.866145313
1131,0.841738462
1132,0.903877735
1133,0.827833354
1134,0.824294806
1135,0.844964027
1136,0.795430422
1137,0.778189063
1138,0.808609724
1139,0.886101544
1140,0.827580571
1141,0.799011946
1142,0.75622052
1143,0.858947575
1144,0.835028529
1145,0.827145755
1146,0.915433049
1147,0.824404478
1148,0.835494995
1149,0.763826728
1150,0.84834075
1151,1.619113803
1152,1.03504014
1153,1.217647314
1154,0.865830719
1155,0.797692537
1156,0.972577572
1157,0.872965515
1158,0.815125823
1159,0.86945498
1160,0.764234066
1161,0.874777436
1162,0.859710157
1163,0.882864296
1164,0.928239942
1165,0.921490431
1166,0.887853742
1167,0.796666622
1168,0.867306292
1169,0.865301132
1170,0.754059553
1171,0.830324292
1172,0.862758875
1173,0.898018599
1174,0.871775389
1175,0.859230578
1176,0.811764717
1177,0.920353293
1178,0.865801454
1179,0.778779626
1180,0.895190954
1181,0.82848537
1182,0.796181262
1183,1.270749331
1184,0.871183813
1185,0.721487224
1186,0.929473877
1187,0.808860958
1188,0.824102998
1189,0.945441365
1190,0.824631095
1191,0.782037079
1192,0.851530254
1193,0.871552527
1194,0.878261387
1195,0.833654523
1196,0.828435898
1197,0.820299029
1198,0.877005577
1199,0.786164045
1200,0.781940699
1201,0.71779573
1202,0.749788225
1203,0.805157721
1204,0.790321946
1205,0.825032771
1206,0.871212244
1207,0.771182001
1208,0.814453006
1209,0.841416001
1210,0.801140368
1211,0.834467888
1212,0.894193411
1213,0.830026984
1214,0.804747581
1215,0.864638448
1216,0.876089215
1217,0.761000216
1218,0.815376163
1219,0.783449948
1220,0.901046693
1221,0.80561924
1222,0.794602036
1223,0.821551442
1224,0.857439637
1225,0.755155265
1226,0.728348255
1227,0.811487436
1228,0.869942784
1229,1.029971123
1230,0.877668142
1231,0.910366714
1232,0.847567856
1233,0.872387409
1234,0.780066073
1235,0.878968537
1236,0.812590361
1237,0.794024706
1238,0.882470608
1239,0.781143069
1240,0.899329662
1241,0.65831989
1242,0.794773817
1243,0.790869713
1244,0.868789554
1245,1.423547864
1246,0.850373507
1247,0.789948702
1248,0.820313215
1249,0.877123952
1250,0.828068435
1251,0.840885758
1252,0.827368021
1253,0.91193527
1254,0.803463757
1255,0.844048977
1256,0.830833018
1257,0.743500113
1258,0.81977129
1259,0.865931809
1260,0.782007277
1261,0.844207287
1262,0.87433672
1263,0.790753603
1264,0.795937598
1265,0.87546885
1266,0.832336009
1267,0.866057634
1268,1.036962152
1269,0.824682593
1270,0.907636881
1271,0.798812985
1272,0.69282198
1273,0.856428087
1274,0.830997467
1275,0.893358588
1276,0.819487929
1277,0.880883098
1278,0.769392729
1279,0.833670616
1280,0.766492307
1281,0.811432302
1282,0.852207184
1283,1.238660336
1284,0.824796081
1285,0.746064067
1286,0.804861069
1287,0.88051641
1288,0.758463621
1289,0.793545127
1290,0.931484461
1291,0.850268185
1292,0.862031877
1293,0.812101364
1294,0.786860764
1295,1.159885168
1296,0.699559331
1297,0.847819448
1298,0.685943484
1299,0.760816574
1300,0.852916837
1301,0.857103705
1302,0.80741626
1303,0.776649952
1304,0.878120124
1305,0.725130439
1306,0.815193117
1307,0.814975441
1308,0.806451321
1309,0.849096656
1310,0.697225988
1311,0.781661034
1312,0.870908737
1313,0.796494126
1314,1.103646398
1315,0.830071747
1316,0.814816773
1317,0.81663084
1318,0.844599485
1319,0.784637094
1320,0.824273586
1321,0.869266391
1322,0.811386943
1323,0.71373868
1324,2.425833702
1325,0.839105904
1326,0.750761628
1327,0.788192153
1328,0.804222465
1329,0.776161373
1330,0.732610226
1331,0.91084373
1332,0.795390904
1333,0.79867506
1334,0.840935349
1335,0.747124374
1336,0.826158226
1337,0.775619924
1338,0.790253878
1339,0.807641625
1340,0.759067953
1341,0.750580549
1342,0.801471293
1343,0.781700373
1344,0.867303371
1345,0.82374239
1346,0.873977602
1347,0.825591922
1348,0.894053459
1349,0.784792781
1350,0.889391303
1351,0.692852855
1352,0.786179423
1353,0.741875648
1354,0.69330585
1355,0.747737169
1356,0.76772058
1357,0.767354965
1358,0.812197149
1359,0.765927613
1360,0.792428851
1361,0.752061963
1362,0.901490033
1363,0.80400759
1364,0.835150123
1365,0.848774195
1366,0.811359763
1367,0.866605759
1368,0.805989027
1369,0.735309839
1370,0.799021125
1371,0.747800469
1372,0.763234973
1373,0.805340052
1374,0.793366313
1375,0.709115624
1376,0.719449818
1377,0.814766169
1378,0.823364139
1379,0.854700804
1380,0.916539311
1381,1.031973362
1382,0.795466661
1383,0.740802407
1384,0.81309545
1385,0.830609322
1386,0.869427502
1387,0.770504236
1388,0.749754548
1389,0.789001524
1390,0.820677161
1391,0.772457719
1392,0.778832734
1393,0.829727948
1394,0.772853255
1395,0.838679194
1396,0.735307932
1397,0.953526855
1398,0.83520329
1399,0.8321172
1400,0.790152907
1401,0.821563482
1402,0.711115956
1403,0.807854593
1404,0.787464976
1405,0.695042491
1406,0.798392057
1407,0.831002712
1408,0.83438766
1409,0.702280164
1410,0.781570256
1411,0.80044663
1412,0.739096403
1413,0.733466446
1414,0.774098396
1415,0.8677845
1416,0.804231286
1417,0.710164309
1418,0.959259868
1419,0.744369328
1420,0.793488741
1421,0.748029947
1422,0.710426569
1423,0.750689864
1424,0.687683702
1425,0.77893424
1426,0.743000507
1427,0.727068186
1428,0.743448079
1429,0.813542664
1430,0.736177802
1431,0.737458706
1432,0.847472429
1433,0.735833764
1434,0.804178417
1435,0.802519083
1436,0.722950757
1437,0.722686052
1438,0.719114661
1439,0.771269321
1440,1.056512237
1441,0.631308019
1442,0.808345079
1443,0.799420536
1444,0.756305337
1445,0.880668044
1446,0.746067643
1447,0.807670832
1448,0.758520424
1449,0.797740817
1450,0.763479352
1451,0.743209362
1452,0.718238711
1453,0.826678872
1454,0.774973333
1455,0.782112956
1456,0.693114936
1457,0.699918747
1458,0.80152142
1459,0.784161627
1460,0.765777647
1461,0.818549812
1462,0.775542855
1463,0.693558812
1464,0.710337758
1465,0.84228456
1466,0.751929343
1467,0.720817327
1468,0.791935027
1469,0.796148598
1470,0.740246415
1471,0.691034794
1472,0.83013463
1473,0.730313778
1474,0.751713395
1475,1.066528678
1476,0.765106559
1477,0.795959234
1478,0.740209341
1479,0.806592226
1480,0.764157653
1481,0.732700109
1482,0.746111274
1483,0.749372363
1484,0.789350748
1485,0.728654504
1486,0.76774323
1487,0.784184575
1488,0.747214675
1489,0.809551239
1490,0.814396024
1491,0.64687562
1492,0.767453671
1493,0.784696758
1494,0.694155455
1495,0.768817186
1496,1.205102682
1497,0.672273219
1498,0.728740394
1499,0.779022694
1500,0.719692945
1501,0.754486084
1502,0.707486391
1503,0.785920858
1504,0.724799156
1505,0.700445771
1506,0.732720375
1507,0.783834755
1508,0.802408218
1509,0.742014408
1510,0.795013666
1511,0.791961014
1512,0.732830405
1513,0.763131976
1514,0.687964916
1515,0.740060627
1516,0.629071116
1517,0.762261748
1518,0.804872513
1519,0.724015296
1520,0.715268373
1521,0.682659507
1522,0.710503101
1523,0.754123688
1524,0.671479821
1525,0.805546165
1526,0.679903567
1527,0.69879657
1528,0.67475009
1529,0.694043756
1530,0.733105302
1531,0.734987378
1532,0.712187052
1533,0.749814808
1534,0.753578842
1535,0.706447721
1536,0.746408701
1537,0.692771912
1538,0.655187488
1539,0.843628049
1540,0.683058977
1541,0.788935006
1542,0.710656464
1543,0.810835183
1544,0.726966202
1545,0.666635394
1546,0.701474488
1547,0.753832877
1548,0.646227121
1549,0.694003582
1550,0.785727382
1551,0.702098727
1552,0.763914704
1553,0.743476629
1554,0.66947782
1555,0.824518025
1556,0.700660706
1557,0.680716872
1558,0.716835499
1559,0.66645205
1560,0.785335362
1561,0.670052707
1562,0.861854792
1563,0.664691091
1564,0.801062763
1565,0.719406605
1566,0.662792921
1567,0.614701629
1568,0.778680265
1569,0.694518447
1570,0.644269109
1571,0.69422406
1572,0.747542381
1573,0.720465004
1574,0.694006443
1575,0.682564259
1576,0.769619942
1577,0.813091516
1578,0.694106042
1579,0.770478606
1580,0.699212551
1581,0.638409495
1582,0.678944886
1583,0.702905655
1584,0.589807034
1585,0.686801612
1586,0.645654202
1587,0.763723135
1588,0.652017891
1589,0.694839478
1590,0.71281743
1591,0.993631661
1592,0.703207135
1593,0.70910275
1594,0.677176893
1595,0.759092093
1596,1.154299378
1597,0.800451517
1598,0.754240632
1599,0.745678902
1600,0.736207604
1601,0.737339139
1602,0.642659187
1603,0.701033235
1604,0.677926958
1605,0.693260133
1606,0.814489365
1607,0.652909458
1608,0.747176051
1609,0.640919924
1610,0.742989063
1611,1.623947859
1612,0.787519217
1613,0.681399226
1614,0.653181195
1615,0.711460114
1616,0.749687791
1617,0.652725697
1618,0.746735096
1619,0.738902152
1620,0.675793767
1621,0.704323769
1622,0.781743884
1623,0.875321984
1624,0.61294663
1625,0.625612378
1626,0.607205331
1627,0.66902113
1628,0.803665638
1629,0.62205565
1630,0.712586403
1631,0.695111394
1632,0.691239536
1633,0.74168241
1634,0.761590838
1635,0.68239373
1636,0.839364827
1637,0.73068285
1638,0.775595903
1639,0.680864096
1640,0.671452522
1641,0.604288936
1642,0.789563715
1643,0.712274075
1644,0.795216143
1645,0.715536296
1646,0.732968688
1647,0.649812222
1648,0.741810322
1649,0.612314463
1650,0.609731615
1651,0.658507168
1652,0.772001386
1653,0.730171323
1654,0.720750332
1655,0.612285137
1656,0.65112406
1657,0.704212189
1658,0.680742383
1659,0.745213151
1660,0.671565175
1661,0.701040685
