Step,GAN_A-202102240258 - accuracy
1922,0.28125
1923,0.59375
1924,0.4375
1925,0.5
1926,0.34375
1927,0.34375
1928,0.28125
1929,0.5
1930,0.40625
1931,0.34375
1932,0.3125
1933,0.34375
1934,0.28125
1935,0.5
1936,0.4375
1937,0.34375
1938,0.4375
1939,0.3125
1940,0.34375
1941,0.5
1942,0.1875
1943,0.5625
1944,0.34375
1945,0.34375
1946,0.28125
1947,0.375
1948,0.4375
1949,0.3125
1950,0.34375
1951,0.40625
1952,0.40625
1953,0.1875
1954,0.28125
1955,0.34375
1956,0.4375
1957,0.25
1958,0.3125
1959,0.4375
1960,0.21875
1961,0.34375
1962,0.34375
1963,0.25
1964,0.375
1965,0.4375
1966,0.5625
1967,0.5
1968,0.3125
1969,0.59375
1970,0.34375
1971,0.4375
1972,0.5
1973,0.40625
1974,0.3125
1975,0.53125
1976,0.375
1977,0.375
1978,0.34375
1979,0.375
1980,0.4375
1981,0.1875
1982,0.21875
1983,0.25
1984,0.25
1985,0.40625
1986,0.375
1987,0.3125
1988,0.34375
1989,0.375
1990,0.4375
1991,0.46875
1992,0.28125
1993,0.5
1994,0.40625
1995,0.28125
1996,0.53125
1997,0.21875
1998,0.34375
1999,0.375
2000,0.1875
2001,0.1875
2002,0.375
2003,0.3125
2004,0.28125
2005,0.25
2006,0.34375
2007,0.375
2008,0.40625
2009,0.46875
2010,0.46875
2011,0.4375
2012,0.25
2013,0.5625
2014,0.34375
2015,0.21875
2016,0.3125
2017,0.34375
2018,0.4375
2019,0.40625
2020,0.3125
2021,0.40625
2022,0.40625
2023,0.4375
2024,0.375
2025,0.3125
2026,0.375
2027,0.3125
2028,0.3125
2029,0.34375
2030,0.5625
2031,0.4375
2032,0.375
2033,0.34375
2034,0.28125
2035,0.34375
2036,0.25
2037,0.34375
2038,0.375
2039,0.40625
2040,0.3125
2041,0.5
2042,0.3125
2043,0.375
2044,0.4375
2045,0.40625
2046,0.46875
2047,0.21875
2048,0.4375
2049,0.28125
2050,0.28125
2051,0.3125
2052,0.28125
2053,0.25
2054,0.3125
2055,0.28125
2056,0.34375
2057,0.3125
2058,0.40625
2059,0.28125
2060,0.53125
2061,0.15625
2062,0.15625
2063,0.40625
2064,0.46875
2065,0.4375
2066,0.1875
2067,0.34375
2068,0.4375
2069,0.46875
2070,0.25
2071,0.25
2072,0.4375
2073,0.34375
2074,0.53125
2075,0.375
2076,0.21875
2077,0.28125
2078,0.3125
2079,0.375
2080,0.4375
2081,0.25
2082,0.46875
2083,0.34375
2084,0.375
2085,0.34375
2086,0.21875
2087,0.375
2088,0.28125
2089,0.4375
2090,0.34375
2091,0.4375
2092,0.21875
2093,0.25
2094,0.34375
2095,0.375
2096,0.4375
2097,0.34375
2098,0.28125
2099,0.46875
2100,0.25
2101,0.3125
2102,0.28125
2103,0.25
2104,0.375
2105,0.40625
2106,0.1875
2107,0.1875
2108,0.3125
2109,0.25
2110,0.28125
2111,0.375
2112,0.40625
2113,0.28125
2114,0.375
2115,0.4375
2116,0.34375
2117,0.34375
2118,0.34375
2119,0.34375
2120,0.375
2121,0.46875
2122,0.4375
2123,0.200000003
2124,0.375
2125,0.3125
2126,0.53125
2127,0.3125
2128,0.375
2129,0.34375
2130,0.40625
2131,0.15625
2132,0.375
2133,0.4375
2134,0.375
2135,0.25
2136,0.3125
2137,0.3125
2138,0.4375
2139,0.375
2140,0.34375
2141,0.28125
2142,0.40625
2143,0.28125
2144,0.40625
2145,0.46875
2146,0.21875
2147,0.25
2148,0.5
2149,0.3125
2150,0.40625
2151,0.375
2152,0.4375
2153,0.40625
2154,0.4375
2155,0.3125
2156,0.34375
2157,0.34375
2158,0.40625
2159,0.375
2160,0.28125
2161,0.34375
2162,0.28125
2163,0.375
2164,0.34375
2165,0.46875
2166,0.375
2167,0.25
2168,0.25
2169,0.5
2170,0.4375
2171,0.3125
2172,0.375
2173,0.46875
2174,0.4375
2175,0.3125
2176,0.125
2177,0.375
2178,0.4375
2179,0.3125
2180,0.28125
2181,0.3125
2182,0.3125
2183,0.28125
2184,0.28125
2185,0.375
2186,0.34375
2187,0.40625
2188,0.21875
2189,0.375
2190,0.3125
2191,0.28125
2192,0.28125
2193,0.40625
2194,0.34375
2195,0.375
2196,0.375
2197,0.40625
2198,0.40625
2199,0.53125
2200,0.34375
2201,0.34375
2202,0.4375
2203,0.46875
2204,0.46875
2205,0.40625
2206,0.40625
2207,0.3125
2208,0.5
2209,0.3125
2210,0.34375
2211,0.40625
2212,0.5
2213,0.53125
2214,0.3125
2215,0.21875
2216,0.375
2217,0.3125
2218,0.3125
2219,0.34375
2220,0.34375
2221,0.28125
2222,0.4375
2223,0.375
2224,0.4375
2225,0.375
2226,0.34375
2227,0.34375
2228,0.34375
2229,0.28125
2230,0.46875
2231,0.3125
2232,0.375
2233,0.375
2234,0.3125
2235,0.3125
2236,0.46875
2237,0.375
2238,0.28125
2239,0.34375
2240,0.40625
2241,0.34375
2242,0.4375
2243,0.5
2244,0.40625
2245,0.34375
2246,0.25
2247,0.1875
2248,0.3125
2249,0.375
2250,0.28125
2251,0.25
2252,0.3125
2253,0.5625
2254,0.4375
2255,0.5
2256,0.375
2257,0.375
2258,0.21875
2259,0.21875
2260,0.34375
2261,0.40625
2262,0.375
2263,0.25
2264,0.25
2265,0.375
2266,0.28125
2267,0.25
2268,0.28125
2269,0.4375
2270,0.34375
2271,0.34375
2272,0.25
2273,0.3125
2274,0.25
2275,0.40625
2276,0.375
2277,0.28125
2278,0.4375
2279,0.1875
2280,0.1875
2281,0.5
2282,0.375
2283,0.375
2284,0.3125
2285,0.34375
2286,0.5
2287,0.40625
2288,0.34375
2289,0.40625
2290,0.25
2291,0.4375
2292,0.4375
2293,0.34375
2294,0.28125
2295,0.3125
2296,0.3125
2297,0.28125
2298,0.3125
2299,0.28125
2300,0.375
2301,0.53125
2302,0.25
2303,0.4375
2304,0.40625
2305,0.3125
2306,0.46875
2307,0.28125
2308,0.25
2309,0.34375
2310,0.34375
2311,0.28125
2312,0.4375
2313,0.4375
2314,0.28125
2315,0.4375
2316,0.40625
2317,0.3125
2318,0.40625
2319,0.375
2320,0.28125
2321,0.3125
2322,0.21875
2323,0.40625
2324,0.5
2325,0.3125
2326,0.34375
2327,0.28125
2328,0.46875
2329,0.40625
2330,0.4375
2331,0.34375
2332,0.3125
2333,0.21875
2334,0.34375
2335,0.25
2336,0.28125
2337,0.40625
2338,0.375
2339,0.3125
2340,0.3125
2341,0.40625
2342,0.25
2343,0.4375
2344,0.40625
2345,0.375
2346,0.21875
2347,0.40625
2348,0.53125
2349,0.25
2350,0.4375
2351,0.375
2352,0.3125
2353,0.28125
2354,0.34375
2355,0.3125
2356,0.3125
2357,0.4375
2358,0.28125
2359,0.34375
2360,0.34375
2361,0.375
2362,0.28125
2363,0.40625
2364,0.46875
2365,0.40625
2366,0.3125
2367,0.40625
2368,0.34375
2369,0.1875
2370,0.40625
2371,0.40625
2372,0.40625
2373,0.34375
2374,0.4375
2375,0.46875
2376,0.5
2377,0.3125
2378,0.1875
2379,0.5
2380,0.375
2381,0.40625
2382,0.5
2383,0.28125
2384,0.15625
2385,0.21875
2386,0.25
2387,0.375
2388,0.40625
2389,0.15625
2390,0.25
2391,0.15625
2392,0.21875
2393,0.25
2394,0.4375
2395,0.34375
2396,0.3125
2397,0.3125
2398,0.28125
2399,0.3125
2400,0.28125
2401,0.3125
2402,0.3125
2403,0.28125
2404,0.28125
2405,0.5625
2406,0.375
2407,0.25
2408,0.34375
2409,0.375
2410,0.3125
2411,0.40625
2412,0.4375
2413,0.25
2414,0.4375
2415,0.28125
2416,0.40625
2417,0.25
2418,0.3125
2419,0.34375
2420,0.40625
2421,0.34375
2422,0.40625
2423,0.25
2424,0.40625
2425,0.40625
2426,0.15625
2427,0.34375
2428,0.4375
2429,0.40625
2430,0.46875
2431,0.4375
2432,0.375
2433,0.375
2434,0.25
2435,0.53125
2436,0.1875
2437,0.25
2438,0.375
2439,0.4375
2440,0.375
2441,0.28125
2442,0.25
2443,0.21875
2444,0.25
2445,0.34375
2446,0.21875
2447,0.46875
2448,0.21875
2449,0.34375
2450,0.21875
2451,0.375
2452,0.28125
2453,0.3125
2454,0.4375
2455,0.46875
2456,0.25
2457,0.34375
2458,0.28125
2459,0.4375
2460,0.4375
2461,0.34375
2462,0.5
2463,0.375
2464,0.3125
2465,0.375
2466,0.375
2467,0.4375
2468,0.25
2469,0.40625
2470,0.34375
2471,0.1875
2472,0.375
2473,0.4375
2474,0.375
2475,0.34375
2476,0.28125
2477,0
2478,0.28125
2479,0.375
2480,0.40625
2481,0.34375
2482,0.25
2483,0.3125
2484,0.375
2485,0.34375
2486,0.46875
2487,0.4375
2488,0.5
2489,0.40625
2490,0.25
2491,0.34375
2492,0.34375
2493,0.4375
2494,0.21875
2495,0.28125
2496,0.4375
2497,0.40625
2498,0.4375
2499,0.21875
2500,0.3125
2501,0.34375
2502,0.4375
2503,0.3125
2504,0.46875
2505,0.28125
2506,0.40625
2507,0.25
2508,0.21875
2509,0.40625
2510,0.4375
2511,0.40625
2512,0.34375
2513,0.3125
2514,0.46875
2515,0.25
2516,0.625
2517,0.34375
2518,0.3125
2519,0.34375
2520,0.25
2521,0.25
2522,0.34375
2523,0.3125
2524,0.3125
2525,0.15625
2526,0.5
2527,0.34375
2528,0.21875
2529,0.5
2530,0.3125
2531,0.25
2532,0.28125
2533,0.28125
2534,0.28125
2535,0.34375
2536,0.3125
2537,0.25
2538,0.4375
2539,0.3125
2540,0.3125
2541,0.28125
2542,0.46875
2543,0.375
2544,0.40625
2545,0.375
2546,0.21875
2547,0.34375
2548,0.375
2549,0.4375
2550,0.25
2551,0.375
2552,0.4375
2553,0.4375
2554,0.3125
2555,0.3125
2556,0.46875
2557,0.3125
2558,0.25
2559,0.28125
2560,0.3125
2561,0.375
2562,0.375
2563,0.375
2564,0.375
2565,0.40625
2566,0.25
2567,0.40625
2568,0.34375
2569,0.3125
2570,0.375
2571,0.46875
2572,0.3125
2573,0.34375
2574,0.34375
2575,0.5
2576,0.40625
2577,0.46875
2578,0.3125
2579,0.4375
2580,0.40625
2581,0.34375
2582,0.375
2583,0.1875
2584,0.3125
2585,0.46875
2586,0.34375
2587,0.53125
2588,0.4375
2589,0.34375
2590,0.40625
2591,0.25
2592,0.28125
2593,0.3125
2594,0.5
2595,0.21875
2596,0.3125
2597,0.3125
2598,0.34375
2599,0.3125
2600,0.21875
2601,0.21875
2602,0.5
2603,0.3125
2604,0.28125
2605,0.28125
2606,0.4375
2607,0.375
2608,0.5625
2609,0.28125
2610,0.4375
2611,0.28125
2612,0.28125
2613,0.34375
2614,0.4375
2615,0.4375
2616,0.21875
2617,0.34375
2618,0.34375
2619,0.4375
2620,0.21875
2621,0.40625
2622,0.3125
2623,0.4375
2624,0.28125
2625,0.25
2626,0.28125
2627,0.28125
2628,0.25
2629,0.1875
2630,0.34375
2631,0.34375
2632,0.40625
2633,0.28125
2634,0.28125
2635,0.3125
2636,0.4375
2637,0.1875
2638,0.375
2639,0.25
2640,0.4375
2641,0.3125
2642,0.53125
2643,0.46875
2644,0.25
2645,0.25
2646,0.53125
2647,0.46875
2648,0.3125
2649,0.25
2650,0.15625
2651,0.34375
2652,0.3125
2653,0.40625
2654,0.34375
2655,0.40625
2656,0.34375
2657,0.25
2658,0.34375
2659,0.34375
2660,0.25
2661,0.34375
2662,0.46875
2663,0.25
2664,0.375
2665,0.28125
2666,0.53125
2667,0.25
2668,0.40625
2669,0.28125
2670,0.40625
2671,0.25
2672,0.34375
2673,0.3125
2674,0.375
2675,0.375
2676,0.3125
2677,0.375
2678,0.3125
2679,0.375
2680,0.375
2681,0.3125
2682,0.3125
2683,0.375
2684,0.3125
2685,0.28125
2686,0.375
2687,0.375
2688,0.46875
2689,0.5
2690,0.3125
2691,0.34375
2692,0.40625
2693,0.34375
2694,0.46875
2695,0.40625
2696,0.28125
2697,0.3125
2698,0.34375
2699,0.25
2700,0.375
2701,0.3125
2702,0.40625
2703,0.4375
2704,0.46875
2705,0.40625
2706,0.40625
2707,0.53125
2708,0.28125
2709,0.375
2710,0.34375
2711,0.53125
2712,0.34375
2713,0.3125
2714,0.21875
2715,0.375
2716,0.28125
2717,0.25
2718,0.34375
2719,0.3125
2720,0.34375
2721,0.3125
2722,0.34375
2723,0.3125
2724,0.40625
2725,0.25
2726,0.34375
2727,0.40625
2728,0.34375
2729,0.375
2730,0.34375
2731,0.34375
2732,0.375
2733,0.40625
2734,0.375
2735,0.4375
2736,0.3125
2737,0.3125
2738,0.40625
2739,0.34375
2740,0.375
2741,0.375
2742,0.28125
2743,0.28125
2744,0.5
2745,0.5
2746,0.375
2747,0.375
2748,0.40625
2749,0.5625
2750,0.375
2751,0.53125
2752,0.375
2753,0.46875
2754,0.375
2755,0.40625
2756,0.4375
2757,0.4375
2758,0.5
2759,0.34375
2760,0.46875
2761,0.4375
2762,0.375
2763,0.625
2764,0.5
2765,0.34375
2766,0.3125
2767,0.40625
2768,0.375
2769,0.46875
2770,0.28125
2771,0.53125
2772,0.40625
2773,0.53125
2774,0.25
2775,0.3125
2776,0.375
2777,0.53125
2778,0.40625
2779,0.3125
2780,0.59375
2781,0.40625
2782,0.3125
2783,0.5
2784,0.375
2785,0.5625
2786,0.4375
2787,0.46875
2788,0.375
2789,0.40625
2790,0.5
2791,0.34375
2792,0.40625
2793,0.46875
2794,0.34375
2795,0.25
2796,0.28125
2797,0.46875
2798,0.3125
2799,0.4375
2800,0.3125
2801,0.5625
2802,0.46875
2803,0.46875
2804,0.40625
2805,0.40625
2806,0.34375
2807,0.53125
2808,0.40625
2809,0.5625
2810,0.46875
2811,0.53125
2812,0.5
2813,0.5625
2814,0.65625
2815,0.5
2816,0.59375
2817,0.40625
2818,0.625
2819,0.6875
2820,0.6875
2821,0.78125
2822,0.6875
2823,0.71875
2824,0.71875
2825,0.65625
2826,0.625
2827,0.625
2828,0.75
2829,0.625
2830,0.71875
2831,1
2832,0.75
2833,0.75
2834,0.75
2835,0.5625
2836,0.78125
2837,0.6875
2838,0.5625
2839,0.59375
2840,0.71875
2841,0.625
2842,0.59375
2843,0.875
2844,0.8125
2845,0.5
2846,0.59375
2847,0.6875
2848,0.625
2849,0.65625
2850,0.625
2851,0.625
2852,0.59375
2853,0.46875
2854,0.5625
2855,0.71875
2856,0.6875
2857,0.8125
2858,0.5625
2859,0.6875
2860,0.59375
2861,0.625
2862,0.59375
2863,0.84375
2864,0.71875
2865,0.65625
2866,0.6875
2867,0.53125
2868,0.625
2869,0.625
2870,0.78125
2871,0.84375
2872,0.75
2873,0.75
2874,0.6875
2875,0.75
2876,0.71875
2877,0.65625
2878,0.65625
2879,0.625
2880,0.78125
2881,0.8125
2882,0.53125
2883,0.5625
2884,0.625
2885,0.59375
2886,0.6875
2887,0.4375
2888,0.8125
2889,0.78125
2890,0.53125
2891,0.5625
2892,0.625
2893,0.75
2894,0.71875
2895,0.71875
2896,0.71875
2897,0.40625
2898,0.5625
2899,0.5
2900,0.4375
2901,0.3125
2902,0.3125
2903,0.375
2904,0.375
2905,0.375
2906,0.5
2907,0.4375
2908,0.59375
2909,0.4375
2910,0.6875
2911,0.65625
2912,0.65625
2913,0.59375
2914,0.5625
2915,0.5
2916,0.5
2917,0.75
2918,0.53125
2919,0.75
2920,0.53125
2921,0.25
2922,0.40625
2923,0.15625
2924,0.25
2925,0.3125
2926,0.28125
2927,0.34375
2928,0.34375
2929,0.5
2930,0.25
2931,0.4375
2932,0.25
2933,0.25
2934,0.46875
2935,0.3125
2936,0.3125
2937,0.46875
2938,0.21875
2939,0.15625
2940,0.5625
2941,0.5625
2942,0.3125
2943,0.25
2944,0.375
2945,0.4375
2946,0.28125
2947,0.375
2948,0.25
2949,0.34375
2950,0.375
2951,0.625
2952,0.375
2953,0.375
2954,0.625
2955,0.5625
2956,0.65625
2957,0.5625
2958,0.65625
2959,0.6875
2960,0.6875
2961,0.5
2962,0.5
2963,0.5
2964,0.5625
2965,0.625
2966,0.625
2967,0.8125
2968,0.71875
2969,0.71875
2970,0.59375
2971,0.625
2972,0.78125
2973,0.46875
2974,0.71875
2975,0.46875
2976,0.75
2977,0.65625
2978,0.59375
2979,0.6875
2980,0.625
2981,0.75
2982,0.75
2983,0.40625
2984,0.71875
2985,0.65625
2986,0.625
2987,0.75
2988,0.5
2989,0.625
2990,0.71875
2991,0.59375
2992,0.65625
2993,0.59375
2994,0.59375
2995,0.75
2996,0.625
2997,0.625
2998,0.6875
2999,0.59375
3000,0.6875
3001,0.6875
3002,0.59375
3003,0.71875
3004,0.6875
3005,0.6875
3006,0.71875
3007,0.71875
3008,0.625
3009,0.84375
3010,0.65625
3011,0.6875
3012,0.78125
3013,0.5625
3014,0.53125
3015,0.75
3016,0.625
3017,0.65625
3018,0.65625
3019,0.75
3020,0.75
3021,0.59375
3022,0.5625
3023,0.65625
3024,0.625
3025,0.6875
3026,0.71875
3027,0.59375
3028,0.65625
3029,0.59375
3030,0.5625
3031,0.78125
3032,0.625
3033,0.65625
3034,0.6875
3035,0.6875
3036,0.75
3037,0.59375
3038,0.75
3039,0.78125
3040,0.78125
3041,0.6875
3042,0.46875
3043,0.65625
3044,0.59375
3045,0.65625
3046,0.53125
3047,0.625
3048,0.71875
3049,0.65625
3050,0.625
3051,0.6875
3052,0.71875
3053,0.6875
3054,0.625
3055,0.625
3056,0.6875
3057,0.8125
3058,0.71875
3059,0.6875
3060,0.6875
3061,0.75
3062,0.6875
3063,0.71875
3064,0.625
3065,0.65625
3066,0.75
3067,0.6875
3068,0.65625
3069,0.59375
3070,0.625
3071,0.5625
3072,0.65625
3073,0.65625
3074,0.59375
3075,0.53125
3076,0.59375
3077,0.78125
3078,0.5
3079,0.6875
3080,0.625
3081,0.625
3082,0.75
3083,0.65625
3084,0.65625
3085,0.78125
3086,0.84375
3087,0.59375
3088,0.53125
3089,0.65625
3090,0.59375
3091,0.59375
3092,0.875
3093,0.5625
3094,0.5
3095,0.6875
3096,0.9375
3097,0.65625
3098,0.53125
3099,0.5
3100,0.65625
3101,0.78125
3102,0.625
3103,0.75
3104,0.5625
3105,0.53125
3106,0.625
3107,0.59375
3108,0.625
3109,0.71875
3110,0.6875
3111,0.625
3112,0.59375
3113,0.65625
3114,0.6875
3115,0.6875
3116,0.8125
3117,0.65625
3118,0.4375
3119,0.65625
3120,0.65625
3121,0.65625
3122,0.6875
3123,0.5625
3124,0.53125
3125,0.5625
3126,0.6875
3127,0.625
3128,0.71875
3129,0.71875
3130,0.5
3131,0.78125
3132,0.65625
3133,0.75
3134,0.625
3135,0.78125
3136,0.625
3137,0.59375
3138,0.75
3139,0.59375
3140,0.65625
3141,0.71875
3142,0.59375
3143,0.6875
3144,0.65625
3145,0.6875
3146,0.65625
3147,0.6875
3148,0.75
3149,0.53125
3150,0.75
3151,0.625
3152,0.5625
3153,0.59375
3154,0.65625
3155,0.71875
3156,0.625
3157,0.5625
3158,0.65625
3159,0.625
3160,0.65625
3161,0.625
3162,0.6875
3163,0.65625
3164,0.6875
3165,0.75
3166,0.71875
3167,0.65625
3168,0.65625
3169,0.625
3170,0.71875
3171,0.71875
3172,0.71875
3173,0.78125
3174,0.71875
3175,0.6875
3176,0.65625
3177,0.6875
3178,0.71875
3179,0.59375
3180,0.6875
3181,0.65625
3182,0.6875
3183,0.75
3184,0.65625
3185,0.400000006
3186,0.65625
3187,0.6875
3188,0.75
3189,0.625
3190,0.71875
3191,0.6875
3192,0.71875
3193,0.625
3194,0.625
3195,0.71875
3196,0.8125
3197,0.59375
3198,0.5625
3199,0.6875
3200,0.5625
3201,0.875
3202,0.78125
3203,0.53125
3204,0.6875
3205,0.75
3206,0.625
3207,0.6875
3208,0.625
3209,0.625
3210,0.625
3211,0.75
3212,0.65625
3213,0.6875
3214,0.6875
3215,0.6875
3216,0.59375
3217,0.75
3218,0.6875
3219,0.5625
3220,0.75
3221,0.65625
3222,0.78125
3223,0.625
3224,0.6875
3225,0.6875
3226,0.71875
3227,0.5625
3228,0.65625
3229,0.59375
3230,0.90625
3231,0.75
3232,0.65625
3233,0.75
3234,0.71875
3235,0.6875
3236,0.6875
3237,0.71875
3238,0.6875
3239,0.71875
3240,0.71875
3241,0.6875
3242,0.53125
3243,0.65625
3244,0.65625
3245,0.78125
3246,0.71875
3247,0.625
3248,0.75
3249,0.78125
3250,0.625
3251,0.625
3252,0.75
3253,0.6875
3254,0.59375
3255,0.5625
3256,0.65625
3257,0.6875
3258,0.625
3259,0.75
3260,0.71875
3261,0.5
3262,0.625
3263,0.53125
3264,0.71875
3265,0.65625
3266,0.75
3267,0.78125
3268,0.75
3269,0.65625
3270,0.71875
3271,0.5625
3272,0.59375
3273,0.71875
3274,0.71875
3275,0.75
3276,0.5625
3277,0.75
3278,0.53125
3279,0.6875
3280,0.4375
3281,0.65625
3282,0.5625
3283,0.53125
3284,0.75
3285,0.6875
3286,0.75
3287,0.65625
3288,0.53125
3289,0.625
3290,0.6875
3291,0.625
3292,0.5625
3293,0.5625
3294,0.75
3295,0.84375
3296,0.6875
3297,0.6875
3298,0.75
3299,0.65625
3300,0.6875
3301,0.625
3302,0.65625
3303,0.75
3304,0.65625
3305,0.71875
3306,0.625
3307,0.65625
3308,0.71875
3309,0.59375
3310,0.625
3311,0.5
3312,0.46875
3313,0.65625
3314,0.625
3315,0.6875
3316,0.6875
3317,0.71875
3318,0.625
3319,0.65625
3320,0.6875
3321,0.53125
3322,0.625
3323,0.65625
3324,0.6875
3325,0.65625
3326,0.75
3327,0.5625
3328,0.5625
3329,0.625
3330,0.6875
3331,0.6875
3332,0.71875
3333,0.78125
3334,0.65625
3335,0.53125
3336,0.65625
3337,0.59375
3338,0.71875
3339,0.6875
3340,0.46875
3341,0.71875
3342,0.53125
3343,0.53125
3344,0.8125
3345,0.59375
3346,0.6875
3347,0.5625
3348,0.65625
3349,0.78125
3350,0.65625
3351,0.78125
3352,0.6875
3353,0.65625
3354,0.65625
3355,0.625
3356,0.59375
3357,0.84375
3358,0.65625
3359,0.6875
3360,0.5625
3361,0.75
3362,0.53125
3363,0.8125
3364,0.59375
3365,0.6875
3366,0.65625
3367,0.6875
3368,0.6875
3369,0.75
3370,0.6875
3371,0.5625
3372,0.6875
3373,0.5625
3374,0.65625
3375,0.78125
3376,0.59375
3377,0.65625
3378,0.65625
3379,0.5625
3380,0.75
3381,0.75
3382,0.8125
3383,0.625
3384,0.59375
3385,0.8125
3386,0.6875
3387,0.75
3388,0.75
3389,0.75
3390,0.59375
3391,0.53125
3392,0.65625
3393,0.6875
3394,0.65625
3395,0.59375
3396,0.65625
3397,0.625
3398,0.6875
3399,0.8125
3400,0.625
3401,0.6875
3402,0.5625
3403,0.65625
3404,0.6875
3405,0.625
3406,0.875
3407,0.4375
3408,0.53125
3409,0.65625
3410,0.71875
3411,0.78125
3412,0.5625
3413,0.65625
3414,0.6875
3415,0.8125
3416,0.5625
3417,0.5625
3418,0.53125
3419,0.75
3420,0.6875
3421,0.6875
3422,0.65625
3423,0.71875
3424,0.59375
3425,0.6875
3426,0.59375
3427,0.71875
3428,0.75
3429,0.5
3430,0.65625
3431,0.6875
3432,0.65625
3433,0.78125
3434,0.8125
3435,0.6875
3436,0.875
3437,0.65625
3438,0.8125
3439,0.6875
3440,0.75
3441,0.65625
3442,0.59375
3443,0.65625
3444,0.8125
3445,0.6875
3446,0.59375
3447,0.59375
3448,0.71875
3449,0.59375
3450,0.6875
3451,0.75
3452,0.6875
3453,0.6875
3454,0.8125
3455,0.6875
3456,0.90625
3457,0.65625
3458,0.71875
3459,0.59375
3460,0.65625
3461,0.53125
3462,0.53125
3463,0.5
3464,0.5625
3465,0.625
3466,0.625
3467,0.59375
3468,0.71875
3469,0.5625
3470,0.71875
3471,0.75
3472,0.6875
3473,0.625
3474,0.625
3475,0.6875
3476,0.71875
3477,0.8125
3478,0.65625
3479,0.65625
3480,0.6875
3481,0.75
3482,0.625
3483,0.71875
3484,0.6875
3485,0.625
3486,0.75
3487,0.65625
3488,0.75
3489,0.71875
3490,0.75
3491,0.78125
3492,0.8125
3493,0.625
3494,0.59375
3495,0.6875
3496,0.78125
3497,0.71875
3498,0.59375
3499,0.71875
3500,0.65625
3501,0.6875
3502,0.65625
3503,0.6875
3504,0.59375
3505,0.59375
3506,0.59375
3507,0.75
3508,0.53125
3509,0.8125
3510,0.59375
3511,0.75
3512,0.71875
3513,0.6875
3514,0.84375
3515,0.625
3516,0.75
3517,0.65625
3518,0.71875
3519,0.8125
3520,0.6875
3521,0.78125
3522,0.65625
3523,0.8125
3524,0.5625
3525,0.6875
3526,0.71875
3527,0.8125
3528,0.65625
3529,0.71875
3530,0.65625
3531,0.75
3532,0.71875
3533,0.65625
3534,0.75
3535,0.625
3536,0.6875
3537,0.71875
3538,0.78125
3539,0.600000024
3540,0.75
3541,0.6875
3542,0.6875
3543,0.5625
3544,0.78125
3545,0.65625
3546,0.75
3547,0.78125
3548,0.8125
3549,0.6875
3550,0.625
3551,0.6875
3552,0.71875
3553,0.8125
3554,0.71875
3555,0.71875
3556,0.6875
3557,0.65625
3558,0.71875
3559,0.75
3560,0.90625
3561,0.6875
3562,0.59375
3563,0.75
3564,0.75
3565,0.65625
3566,0.75
3567,0.5625
3568,0.78125
3569,0.8125
3570,0.59375
3571,0.65625
3572,0.8125
3573,0.5625
3574,0.53125
3575,0.75
3576,0.78125
3577,0.65625
3578,0.46875
3579,0.8125
3580,0.625
3581,0.71875
3582,0.625
3583,0.5625
3584,0.875
3585,0.71875
3586,0.65625
3587,0.6875
3588,0.84375
3589,0.5
3590,0.71875
3591,0.8125
3592,0.875
3593,0.59375
3594,0.65625
3595,0.75
3596,0.625
3597,0.71875
3598,0.4375
3599,0.53125
3600,0.625
3601,0.6875
3602,0.625
3603,0.71875
3604,0.75
3605,0.75
3606,0.8125
3607,0.65625
3608,0.78125
3609,0.625
3610,0.625
3611,0.53125
3612,0.71875
3613,0.75
3614,0.6875
3615,0.78125
3616,0.5625
3617,0.6875
3618,0.71875
3619,0.65625
3620,0.625
3621,0.71875
3622,0.71875
3623,0.6875
3624,0.78125
3625,0.625
3626,0.59375
3627,0.65625
3628,0.625
3629,0.59375
3630,0.6875
3631,0.6875
3632,0.59375
3633,0.65625
3634,0.75
3635,0.5625
3636,0.6875
3637,0.65625
3638,0.625
3639,0.59375
3640,0.71875
3641,0.625
3642,0.78125
3643,0.71875
3644,0.75
3645,0.625
3646,0.5625
3647,0.625
3648,0.6875
3649,0.78125
3650,0.78125
3651,0.71875
3652,0.8125
3653,0.65625
3654,0.8125
3655,0.65625
3656,0.6875
3657,0.71875
3658,0.71875
3659,0.6875
3660,0.6875
3661,0.8125
3662,0.65625
3663,0.6875
3664,0.71875
3665,0.75
3666,0.71875
3667,0.59375
3668,0.65625
3669,0.625
3670,0.75
3671,0.84375
3672,0.75
3673,0.65625
3674,0.6875
3675,0.75
3676,0.71875
3677,0.5625
3678,0.6875
3679,0.59375
3680,0.65625
3681,0.65625
3682,0.4375
3683,0.71875
3684,0.46875
3685,0.53125
3686,0.5625
3687,0.78125
3688,0.75
3689,0.5625
3690,0.6875
3691,0.8125
3692,0.625
3693,0.65625
3694,0.6875
3695,0.53125
3696,0.75
3697,0.53125
3698,0.6875
3699,0.6875
3700,0.71875
3701,0.65625
3702,0.59375
3703,0.65625
3704,0.8125
3705,0.75
3706,0.78125
3707,0.78125
3708,0.625
3709,0.65625
3710,0.75
3711,0.625
3712,0.65625
3713,0.625
3714,0.84375
3715,0.65625
3716,0.75
3717,0.6875
3718,0.65625
3719,0.53125
3720,0.65625
3721,0.8125
3722,0.65625
3723,0.78125
3724,0.6875
3725,0.75
3726,0.53125
3727,0.65625
