Step,GAN_A-202102240258 - accuracy
3728,0.75
3729,0.6875
3730,0.75
3731,0.65625
3732,0.625
3733,0.75
3734,0.71875
3735,0.6875
3736,0.71875
3737,0.84375
3738,0.84375
3739,0.65625
3740,0.78125
3741,0.75
3742,0.8125
3743,0.625
3744,0.65625
3745,0.75
3746,0.78125
3747,0.8125
3748,0.625
3749,0.8125
3750,0.625
3751,0.59375
3752,0.6875
3753,0.78125
3754,0.625
3755,0.5625
3756,0.71875
3757,0.75
3758,0.6875
3759,0.53125
3760,0.625
3761,0.65625
3762,0.59375
3763,0.6875
3764,0.6875
3765,0.75
3766,0.6875
3767,0.6875
3768,0.6875
3769,0.78125
3770,0.78125
3771,0.75
3772,0.71875
3773,0.71875
3774,0.78125
3775,0.8125
3776,0.75
3777,0.59375
3778,0.8125
3779,0.625
3780,0.6875
3781,0.71875
3782,0.6875
3783,0.78125
3784,0.625
3785,0.78125
3786,0.53125
3787,0.65625
3788,0.59375
3789,0.71875
3790,0.8125
3791,0.78125
3792,0.71875
3793,0.8125
3794,0.65625
3795,0.65625
3796,0.75
3797,0.6875
3798,0.625
3799,0.53125
3800,0.6875
3801,0.59375
3802,0.6875
3803,0.53125
3804,0.8125
3805,0.59375
3806,0.78125
3807,0.625
3808,0.625
3809,0.75
3810,0.84375
3811,0.78125
3812,0.8125
3813,0.625
3814,0.65625
3815,0.625
3816,0.65625
3817,0.71875
3818,0.625
3819,0.6875
3820,0.5625
3821,0.8125
3822,0.71875
3823,0.71875
3824,0.65625
3825,0.78125
3826,0.6875
3827,0.625
3828,0.71875
3829,0.78125
3830,0.75
3831,0.84375
3832,0.6875
3833,0.75
3834,0.625
3835,0.84375
3836,0.75
3837,0.6875
3838,0.75
3839,0.71875
3840,0.75
3841,0.75
3842,0.6875
3843,0.71875
3844,0.8125
3845,0.84375
3846,0.84375
3847,0.625
3848,0.71875
3849,0.71875
3850,0.65625
3851,0.65625
3852,0.71875
3853,0.78125
3854,0.59375
3855,0.71875
3856,0.71875
3857,0.625
3858,0.6875
3859,0.65625
3860,0.78125
3861,0.6875
3862,0.625
3863,0.65625
3864,0.65625
3865,0.75
3866,0.84375
3867,0.84375
3868,0.90625
3869,0.53125
3870,0.625
3871,0.71875
3872,0.75
3873,0.71875
3874,0.53125
3875,0.65625
3876,0.6875
3877,0.71875
3878,0.6875
3879,0.625
3880,0.625
3881,0.65625
3882,0.75
3883,0.6875
3884,0.75
3885,0.6875
3886,0.8125
3887,0.8125
3888,0.78125
3889,0.6875
3890,0.875
3891,0.6875
3892,0.78125
3893,1
3894,0.625
3895,0.75
3896,0.6875
3897,0.6875
3898,0.8125
3899,0.84375
3900,0.65625
3901,0.78125
3902,0.78125
3903,0.78125
3904,0.75
3905,0.59375
3906,0.71875
3907,0.71875
3908,0.65625
3909,0.78125
3910,0.78125
3911,0.65625
3912,0.8125
3913,0.71875
3914,0.75
3915,0.6875
3916,0.6875
3917,0.71875
3918,0.71875
3919,0.71875
3920,0.84375
3921,0.59375
3922,0.65625
3923,0.71875
3924,0.8125
3925,0.71875
3926,0.75
3927,0.625
3928,0.84375
3929,0.71875
3930,0.65625
3931,0.6875
3932,0.75
3933,0.6875
3934,0.8125
3935,0.75
3936,0.71875
3937,0.6875
3938,0.6875
3939,0.71875
3940,0.625
3941,0.75
3942,0.625
3943,0.78125
3944,0.84375
3945,0.625
3946,0.71875
3947,0.625
3948,0.84375
3949,0.6875
3950,0.65625
3951,0.71875
3952,0.65625
3953,0.6875
3954,0.71875
3955,0.6875
3956,0.75
3957,0.71875
3958,0.78125
3959,0.65625
3960,0.65625
3961,0.59375
3962,0.71875
3963,0.71875
3964,0.65625
3965,0.75
3966,0.71875
3967,0.625
3968,0.625
3969,0.65625
3970,0.53125
3971,0.75
3972,0.53125
3973,0.6875
3974,0.6875
3975,0.75
3976,0.8125
3977,0.8125
3978,0.75
3979,0.75
3980,0.71875
3981,0.8125
3982,0.8125
3983,0.65625
3984,0.53125
3985,0.71875
3986,0.78125
3987,0.71875
3988,0.78125
3989,0.5
3990,0.75
3991,0.6875
3992,0.625
3993,0.5625
3994,0.71875
3995,0.71875
3996,0.625
3997,0.625
3998,0.46875
3999,0.53125
4000,0.71875
4001,0.6875
4002,0.8125
4003,0.75
4004,0.78125
4005,0.8125
4006,0.6875
4007,0.84375
4008,0.75
4009,0.75
4010,0.65625
4011,0.75
4012,0.65625
4013,0.59375
4014,0.625
4015,0.59375
4016,0.8125
4017,0.8125
4018,0.6875
4019,0.65625
4020,0.78125
4021,0.53125
4022,0.875
4023,0.625
4024,0.84375
4025,0.8125
4026,0.75
4027,0.71875
4028,0.71875
4029,0.65625
4030,0.6875
4031,0.6875
4032,0.71875
4033,0.78125
4034,0.59375
4035,0.6875
4036,0.625
4037,0.65625
4038,0.75
4039,0.6875
4040,0.75
4041,0.625
4042,0.71875
4043,0.78125
4044,0.65625
4045,0.75
4046,0.75
4047,0.78125
4048,0.6875
4049,0.78125
4050,0.71875
4051,0.625
4052,0.78125
4053,0.71875
4054,0.78125
4055,0.78125
4056,0.625
4057,0.6875
4058,0.625
4059,0.6875
4060,0.6875
4061,0.65625
4062,0.6875
4063,0.65625
4064,0.8125
4065,0.71875
4066,0.65625
4067,0.84375
4068,0.71875
4069,0.8125
4070,0.625
4071,0.75
4072,0.875
4073,0.6875
4074,0.6875
4075,0.65625
4076,0.78125
4077,0.84375
4078,0.71875
4079,0.8125
4080,0.78125
4081,0.71875
4082,0.6875
4083,0.9375
4084,0.78125
4085,0.75
4086,0.78125
4087,0.78125
4088,0.78125
4089,0.8125
4090,0.6875
4091,0.78125
4092,0.59375
4093,0.59375
4094,0.65625
4095,0.875
4096,0.75
4097,0.78125
4098,0.65625
4099,0.71875
4100,0.5625
4101,0.75
4102,0.46875
4103,0.6875
4104,0.625
4105,0.53125
4106,0.65625
4107,0.6875
4108,0.71875
4109,0.71875
4110,0.6875
4111,0.75
4112,0.84375
4113,0.65625
4114,0.6875
4115,0.75
4116,0.75
4117,0.84375
4118,0.59375
4119,0.75
4120,0.875
4121,0.71875
4122,0.78125
4123,0.6875
4124,0.71875
4125,0.8125
4126,0.71875
4127,0.75
4128,0.71875
4129,0.78125
4130,0.8125
4131,0.75
4132,0.625
4133,0.625
4134,0.84375
4135,0.6875
4136,0.6875
4137,0.8125
4138,0.8125
4139,0.71875
4140,0.71875
4141,0.84375
4142,0.875
4143,0.71875
4144,0.8125
4145,0.71875
4146,0.8125
4147,0.71875
4148,0.71875
4149,0.71875
4150,0.78125
4151,0.8125
4152,0.6875
4153,0.8125
4154,0.8125
4155,0.65625
4156,0.75
4157,0.75
4158,0.5625
4159,0.78125
4160,0.65625
4161,0.65625
4162,0.5625
4163,0.8125
4164,0.71875
4165,0.59375
4166,0.71875
4167,0.75
4168,0.59375
4169,0.65625
4170,0.71875
4171,0.65625
4172,0.75
4173,0.65625
4174,0.75
4175,0.6875
4176,0.625
4177,0.625
4178,0.6875
4179,0.875
4180,0.6875
4181,0.78125
4182,0.59375
4183,0.75
4184,0.59375
4185,0.59375
4186,0.65625
4187,0.65625
4188,0.625
4189,0.6875
4190,0.75
4191,0.6875
4192,0.71875
4193,0.6875
4194,0.75
4195,0.65625
4196,0.6875
4197,0.75
4198,0.5
4199,0.53125
4200,0.78125
4201,0.6875
4202,0.6875
4203,0.46875
4204,0.75
4205,0.5625
4206,0.5625
4207,0.6875
4208,0.65625
4209,0.5
4210,0.65625
4211,0.8125
4212,0.71875
4213,0.75
4214,0.6875
4215,0.6875
4216,0.8125
4217,0.75
4218,0.75
4219,0.625
4220,0.8125
4221,0.875
4222,0.75
4223,0.75
4224,0.8125
4225,0.8125
4226,0.78125
4227,0.84375
4228,0.625
4229,0.71875
4230,0.5625
4231,0.6875
4232,0.84375
4233,0.6875
4234,0.78125
4235,0.5625
4236,0.71875
4237,0.65625
4238,0.625
4239,0.90625
4240,0.6875
4241,0.8125
4242,0.8125
4243,0.75
4244,0.65625
4245,0.78125
4246,0.8125
4247,0.400000006
4248,0.6875
4249,0.78125
4250,0.65625
4251,0.625
4252,0.625
4253,0.84375
4254,0.875
4255,0.875
4256,0.78125
4257,0.78125
4258,0.90625
4259,0.84375
4260,0.71875
4261,0.84375
4262,0.75
4263,0.8125
4264,0.84375
4265,0.71875
4266,0.90625
4267,0.75
4268,0.6875
4269,0.71875
4270,0.75
4271,0.84375
4272,0.71875
4273,0.6875
4274,0.90625
4275,0.75
4276,0.71875
4277,0.6875
4278,0.75
4279,0.84375
4280,0.78125
4281,0.84375
4282,0.71875
4283,0.6875
4284,0.84375
4285,0.84375
4286,0.9375
4287,0.8125
4288,0.78125
4289,0.84375
4290,0.6875
4291,0.78125
4292,0.8125
4293,0.71875
4294,0.84375
4295,0.84375
4296,0.625
4297,0.78125
4298,0.78125
4299,0.78125
4300,0.75
4301,0.75
4302,0.78125
4303,0.625
4304,0.625
4305,0.875
4306,0.78125
4307,0.9375
4308,0.78125
4309,0.8125
4310,0.875
4311,0.90625
4312,0.84375
4313,0.71875
4314,0.8125
4315,0.78125
4316,0.625
4317,0.65625
4318,0.75
4319,0.75
4320,0.78125
4321,0.9375
4322,0.78125
4323,0.875
4324,0.8125
4325,0.65625
4326,0.75
4327,0.78125
4328,0.6875
4329,0.75
4330,0.875
4331,0.84375
4332,0.8125
4333,0.8125
4334,0.78125
4335,0.84375
4336,0.75
4337,0.75
4338,0.8125
4339,0.78125
4340,0.78125
4341,0.875
4342,0.84375
4343,0.8125
4344,0.71875
4345,0.65625
4346,0.71875
4347,0.75
4348,0.90625
4349,0.78125
4350,0.875
4351,0.71875
4352,0.71875
4353,0.75
4354,0.84375
4355,0.78125
4356,0.78125
4357,0.84375
4358,0.90625
4359,0.75
4360,0.6875
4361,0.75
4362,0.6875
4363,0.75
4364,0.71875
4365,0.78125
4366,0.78125
4367,0.6875
4368,0.75
4369,0.75
4370,0.8125
4371,0.59375
4372,0.71875
4373,0.78125
4374,0.78125
4375,0.71875
4376,0.78125
4377,0.6875
4378,0.625
4379,0.78125
4380,0.65625
4381,0.78125
4382,0.8125
4383,0.75
4384,0.75
4385,0.6875
4386,0.78125
4387,0.71875
4388,0.8125
4389,0.875
4390,0.75
4391,0.65625
4392,0.84375
4393,0.78125
4394,0.84375
4395,0.84375
4396,0.84375
4397,0.75
4398,0.78125
4399,0.875
4400,0.8125
4401,0.875
4402,0.75
4403,0.78125
4404,0.78125
4405,0.71875
4406,0.84375
4407,0.8125
4408,0.84375
4409,0.875
4410,0.875
4411,0.875
4412,0.84375
4413,0.875
4414,0.96875
4415,0.90625
4416,0.875
4417,0.8125
4418,0.78125
4419,0.84375
4420,0.875
4421,0.84375
4422,0.90625
4423,0.75
4424,0.78125
4425,0.96875
4426,0.9375
4427,0.84375
4428,0.78125
4429,0.8125
4430,0.96875
4431,0.90625
4432,0.84375
4433,0.90625
4434,0.71875
4435,0.78125
4436,0.96875
4437,0.78125
4438,0.71875
4439,0.59375
4440,0.6875
4441,0.8125
4442,0.71875
4443,0.71875
4444,0.75
4445,0.78125
4446,0.78125
4447,0.65625
4448,0.8125
4449,0.78125
4450,0.75
4451,0.78125
4452,0.78125
4453,0.8125
4454,0.84375
4455,0.78125
4456,0.625
4457,0.78125
4458,0.875
4459,0.75
4460,0.75
4461,0.71875
4462,0.65625
4463,0.84375
4464,0.90625
4465,0.90625
4466,0.90625
4467,0.8125
4468,0.78125
4469,0.75
4470,0.6875
4471,0.84375
4472,0.84375
4473,0.78125
4474,0.84375
4475,0.75
4476,0.78125
4477,0.625
4478,0.5625
4479,0.9375
4480,0.75
4481,0.84375
4482,0.71875
4483,0.71875
4484,0.75
4485,0.71875
4486,0.75
4487,0.84375
4488,0.6875
4489,0.71875
4490,0.625
4491,0.75
4492,0.8125
4493,0.84375
4494,0.9375
4495,0.6875
4496,0.59375
4497,0.90625
4498,0.75
4499,0.75
4500,0.625
4501,0.8125
4502,0.65625
4503,0.59375
4504,0.59375
4505,0.65625
4506,0.65625
4507,0.625
4508,0.78125
4509,0.6875
4510,0.53125
4511,0.5
4512,0.65625
4513,0.59375
4514,0.59375
4515,0.59375
4516,0.625
4517,0.71875
4518,0.6875
4519,0.71875
4520,0.75
4521,0.90625
4522,0.84375
4523,0.90625
4524,0.71875
4525,0.84375
4526,0.78125
4527,0.84375
4528,0.53125
4529,0.59375
4530,0.5625
4531,0.625
4532,0.625
4533,0.65625
4534,0.8125
4535,0.6875
4536,0.78125
4537,0.6875
4538,0.625
4539,0.8125
4540,0.5625
4541,0.90625
4542,0.78125
4543,0.53125
4544,0.6875
4545,0.75
4546,0.71875
4547,0.6875
4548,0.6875
4549,0.71875
4550,0.78125
4551,0.8125
4552,0.71875
4553,0.9375
4554,0.75
4555,0.78125
4556,0.75
4557,0.90625
4558,0.84375
4559,0.875
4560,0.9375
4561,0.71875
4562,0.75
4563,0.90625
4564,0.96875
4565,0.9375
4566,0.8125
4567,0.71875
4568,0.71875
4569,0.875
4570,0.65625
4571,0.8125
4572,0.875
4573,0.84375
4574,0.90625
4575,0.75
4576,0.78125
4577,0.8125
4578,0.90625
4579,0.78125
4580,0.8125
4581,0.90625
4582,0.71875
4583,0.9375
4584,0.9375
4585,0.875
4586,0.84375
4587,0.75
4588,0.9375
4589,0.75
4590,0.8125
4591,0.78125
4592,0.8125
4593,0.71875
4594,0.875
4595,0.8125
4596,0.8125
4597,0.8125
4598,0.90625
4599,0.71875
4600,0.90625
4601,1
4602,0.875
4603,0.8125
4604,0.75
4605,0.71875
4606,0.9375
4607,0.65625
4608,0.78125
4609,0.75
4610,0.75
4611,0.875
4612,0.75
4613,0.78125
4614,0.90625
4615,0.84375
4616,0.8125
4617,0.96875
4618,0.78125
4619,0.78125
4620,0.78125
4621,0.875
4622,0.78125
4623,0.75
4624,0.84375
4625,0.78125
4626,0.90625
4627,0.71875
4628,0.84375
4629,0.875
4630,0.8125
4631,0.78125
4632,0.8125
4633,0.71875
4634,0.8125
4635,0.71875
4636,0.90625
4637,0.71875
4638,0.625
4639,0.6875
4640,0.875
4641,0.78125
4642,0.8125
4643,0.875
4644,0.71875
4645,0.78125
4646,0.90625
4647,0.6875
4648,0.71875
4649,0.875
4650,0.75
4651,0.75
4652,0.8125
4653,0.90625
4654,0.84375
4655,0.75
4656,0.9375
4657,0.75
4658,0.625
4659,0.9375
4660,0.78125
4661,0.90625
4662,0.8125
4663,0.8125
4664,0.8125
4665,0.78125
4666,0.84375
4667,0.75
4668,0.875
4669,0.90625
4670,0.71875
4671,0.875
4672,0.8125
4673,0.75
4674,0.84375
4675,0.65625
4676,0.8125
4677,0.78125
4678,0.75
4679,0.8125
4680,0.78125
4681,0.625
4682,0.90625
4683,0.78125
4684,0.75
4685,0.8125
4686,0.71875
4687,0.59375
4688,0.75
4689,0.75
4690,0.8125
4691,0.5625
4692,0.78125
4693,0.84375
4694,0.78125
4695,0.71875
4696,0.8125
4697,0.84375
4698,0.875
4699,0.8125
4700,0.875
4701,0.71875
4702,0.6875
4703,0.84375
4704,0.84375
4705,0.8125
4706,0.84375
4707,0.75
4708,0.75
4709,0.71875
4710,0.875
4711,0.84375
4712,0.71875
4713,0.8125
4714,0.84375
4715,0.78125
4716,0.65625
4717,0.78125
4718,0.78125
4719,0.75
4720,0.78125
4721,0.78125
4722,0.8125
4723,0.8125
4724,0.78125
4725,0.8125
4726,0.78125
4727,0.78125
4728,0.71875
4729,0.78125
4730,0.84375
4731,0.71875
4732,0.8125
4733,0.78125
4734,0.78125
4735,0.75
4736,0.9375
4737,0.84375
4738,0.71875
4739,0.8125
4740,0.84375
4741,0.71875
4742,0.71875
4743,0.84375
4744,0.84375
4745,0.8125
4746,0.71875
4747,0.65625
4748,0.875
4749,0.71875
4750,0.875
4751,0.84375
4752,0.8125
4753,0.84375
4754,0.78125
4755,0.8125
4756,0.8125
4757,0.71875
4758,0.65625
4759,0.59375
4760,0.6875
4761,0.59375
4762,0.8125
4763,0.84375
4764,0.5625
4765,0.625
4766,0.90625
4767,0.78125
4768,0.8125
4769,0.78125
4770,0.78125
4771,0.78125
4772,0.8125
4773,0.875
4774,0.84375
4775,0.9375
4776,0.65625
4777,0.78125
4778,0.875
4779,0.875
4780,0.75
4781,0.78125
4782,0.78125
4783,0.78125
4784,0.78125
4785,0.9375
4786,0.8125
4787,0.84375
4788,0.71875
4789,0.75
4790,0.65625
4791,0.75
4792,0.71875
4793,0.8125
4794,0.6875
4795,0.71875
4796,0.84375
4797,0.75
4798,0.8125
4799,0.6875
4800,0.71875
4801,0.84375
4802,0.84375
4803,0.84375
4804,0.59375
4805,0.65625
4806,0.78125
4807,0.78125
4808,0.78125
4809,0.78125
4810,0.84375
4811,0.71875
4812,0.84375
4813,0.875
4814,0.78125
4815,0.78125
4816,0.71875
4817,0.6875
4818,0.8125
4819,0.8125
4820,0.78125
4821,0.84375
4822,0.75
4823,0.625
4824,0.75
4825,0.65625
4826,0.75
4827,0.78125
4828,0.65625
4829,0.84375
4830,0.78125
4831,0.84375
4832,0.90625
4833,0.8125
4834,0.875
4835,0.78125
4836,0.75
4837,0.78125
4838,0.84375
4839,0.8125
4840,0.75
4841,0.9375
4842,0.875
4843,0.84375
4844,0.9375
4845,0.71875
4846,0.84375
4847,0.625
4848,0.75
4849,0.78125
4850,0.6875
4851,0.75
4852,0.71875
4853,0.6875
4854,0.75
4855,0.8125
4856,0.71875
4857,0.71875
4858,0.71875
4859,0.71875
4860,0.8125
4861,0.71875
4862,0.5
4863,0.71875
4864,0.6875
4865,0.6875
4866,0.78125
4867,0.8125
4868,0.65625
4869,0.78125
4870,0.5625
4871,0.59375
4872,0.65625
4873,0.78125
4874,0.65625
4875,0.625
4876,0.78125
4877,0.75
4878,0.71875
4879,0.65625
4880,0.71875
4881,0.78125
4882,0.90625
4883,0.65625
4884,0.78125
4885,0.84375
4886,0.625
4887,0.71875
4888,0.75
4889,0.625
4890,0.65625
4891,0.65625
4892,0.6875
4893,0.8125
4894,0.71875
4895,0.6875
4896,0.71875
4897,0.625
4898,0.6875
4899,0.84375
4900,0.75
4901,0.71875
4902,0.59375
4903,0.75
4904,0.65625
4905,0.78125
4906,0.71875
4907,0.75
4908,0.6875
4909,0.6875
4910,0.875
4911,0.875
4912,0.6875
4913,0.5625
4914,0.5625
4915,0.6875
4916,0.71875
4917,0.71875
4918,0.71875
4919,0.59375
4920,0.6875
4921,0.59375
4922,0.6875
4923,0.59375
4924,0.6875
4925,0.65625
4926,0.75
4927,0.8125
4928,0.5625
4929,0.78125
4930,0.84375
4931,0.65625
4932,0.875
4933,0.84375
4934,0.8125
4935,0.71875
4936,0.75
4937,0.75
4938,0.6875
4939,0.625
4940,0.8125
4941,0.84375
4942,0.71875
4943,0.8125
4944,0.84375
4945,0.84375
4946,0.90625
4947,0.875
4948,0.84375
4949,0.59375
4950,0.71875
4951,0.78125
4952,0.71875
4953,0.78125
4954,0.8125
4955,0.800000012
4956,0.6875
4957,0.84375
4958,0.78125
4959,0.6875
4960,0.65625
4961,0.71875
4962,0.78125
4963,0.78125
4964,0.875
4965,0.65625
4966,0.65625
4967,0.625
4968,0.6875
4969,0.78125
4970,0.875
4971,0.78125
4972,0.625
4973,0.71875
4974,0.75
4975,0.90625
4976,0.71875
4977,0.78125
4978,0.5625
4979,0.71875
4980,0.71875
4981,0.71875
4982,0.75
4983,0.71875
4984,0.78125
4985,0.75
4986,0.71875
4987,0.65625
4988,0.75
4989,0.78125
4990,0.75
4991,0.78125
4992,0.71875
4993,0.78125
4994,0.78125
4995,0.75
4996,0.875
4997,0.875
4998,0.84375
4999,0.78125
5000,0.84375
5001,0.8125
5002,0.875
5003,0.875
5004,0.875
5005,0.75
5006,0.71875
5007,0.625
5008,0.6875
5009,0.78125
5010,0.75
5011,0.6875
5012,0.75
5013,0.78125
5014,0.75
5015,0.71875
5016,0.84375
5017,0.84375
5018,0.71875
5019,0.78125
5020,0.71875
5021,0.75
5022,0.78125
5023,0.8125
5024,0.65625
5025,0.65625
5026,0.78125
5027,0.8125
5028,0.8125
5029,0.65625
5030,0.71875
5031,0.8125
5032,0.78125
5033,0.8125
5034,0.8125
5035,0.6875
5036,0.59375
5037,0.75
5038,0.84375
5039,0.6875
5040,0.78125
5041,0.84375
5042,0.78125
5043,0.65625
5044,0.8125
5045,0.8125
5046,0.75
5047,0.84375
5048,0.71875
5049,0.71875
5050,0.71875
5051,0.8125
5052,0.71875
5053,0.75
5054,0.8125
5055,0.71875
5056,0.625
5057,0.65625
5058,0.84375
5059,0.71875
5060,0.6875
5061,0.65625
5062,0.75
5063,0.75
5064,0.78125
5065,0.84375
5066,0.8125
5067,0.84375
5068,0.65625
5069,0.8125
5070,0.8125
5071,0.71875
5072,0.75
5073,0.84375
5074,0.8125
5075,0.75
5076,0.75
5077,0.84375
5078,0.78125
5079,0.78125
5080,0.875
5081,0.8125
5082,0.8125
5083,0.875
5084,0.8125
5085,0.6875
5086,0.78125
5087,0.875
5088,0.8125
5089,0.84375
5090,0.8125
5091,0.84375
5092,0.75
5093,0.90625
5094,0.8125
5095,0.78125
5096,0.71875
5097,0.78125
5098,0.71875
5099,0.875
5100,0.84375
5101,0.8125
5102,0.8125
5103,0.75
5104,0.78125
5105,0.8125
5106,0.84375
5107,1
5108,0.8125
5109,0.9375
5110,0.8125
5111,0.8125
5112,1
5113,0.71875
5114,0.78125
5115,0.875
5116,0.9375
5117,0.84375
5118,0.71875
5119,0.84375
5120,0.75
5121,0.84375
5122,0.6875
5123,0.6875
5124,0.71875
5125,0.75
5126,0.71875
5127,0.75
5128,0.625
5129,0.8125
5130,0.78125
5131,0.75
5132,0.75
5133,0.71875
5134,0.75
5135,0.75
5136,0.71875
5137,0.78125
5138,0.59375
5139,0.8125
5140,0.71875
5141,0.78125
5142,0.96875
5143,0.875
5144,0.84375
5145,0.90625
5146,0.75
5147,0.71875
5148,0.75
5149,0.71875
5150,0.6875
5151,0.90625
5152,0.71875
5153,0.84375
5154,0.75
5155,0.78125
5156,0.78125
5157,0.8125
5158,0.78125
5159,0.78125
5160,0.84375
5161,0.65625
5162,0.84375
5163,0.71875
5164,0.75
5165,0.84375
5166,0.90625
5167,0.78125
5168,0.8125
5169,0.78125
5170,0.875
5171,0.75
5172,0.84375
5173,0.6875
5174,0.8125
5175,0.8125
5176,0.9375
5177,0.6875
5178,0.75
5179,0.75
5180,0.875
5181,0.78125
5182,0.75
5183,0.75
5184,0.78125
5185,0.875
5186,0.75
5187,0.71875
5188,0.84375
5189,0.71875
5190,0.75
5191,0.8125
5192,0.75
5193,0.78125
5194,0.78125
5195,0.71875
5196,0.6875
5197,0.65625
5198,0.78125
5199,0.875
5200,0.8125
5201,0.875
5202,0.78125
5203,0.75
5204,0.78125
5205,0.8125
5206,0.84375
5207,0.71875
5208,0.78125
5209,0.84375
5210,0.84375
5211,0.5
5212,0.8125
5213,0.71875
5214,0.78125
5215,0.71875
5216,0.78125
5217,0.75
5218,0.75
5219,0.6875
5220,0.84375
5221,0.8125
5222,0.71875
5223,0.8125
5224,0.84375
5225,0.78125
5226,0.8125
5227,0.78125
5228,0.65625
5229,0.71875
5230,0.90625
5231,0.75
5232,0.6875
5233,0.78125
5234,0.875
5235,0.84375
5236,0.78125
5237,0.6875
5238,0.75
5239,0.71875
5240,0.84375
5241,0.71875
5242,0.8125
5243,0.8125
5244,0.78125
5245,0.90625
5246,0.65625
5247,0.75
5248,0.6875
5249,0.78125
5250,0.8125
5251,0.875
5252,0.8125
5253,0.6875
5254,0.59375
5255,0.71875
5256,0.9375
5257,0.71875
5258,0.78125
5259,0.71875
5260,0.78125
5261,0.71875
5262,0.71875
5263,0.71875
5264,0.6875
5265,0.78125
5266,0.90625
5267,0.8125
5268,0.75
5269,0.8125
5270,0.78125
5271,0.65625
5272,0.875
5273,0.78125
5274,0.90625
5275,0.8125
5276,0.84375
5277,0.6875
5278,0.75
5279,0.84375
5280,0.6875
5281,0.75
5282,0.78125
5283,0.71875
5284,0.75
5285,0.78125
5286,0.75
5287,0.8125
5288,0.6875
5289,0.8125
5290,0.78125
5291,0.78125
5292,0.71875
5293,0.84375
5294,0.875
5295,0.90625
5296,0.65625
5297,0.8125
5298,0.6875
5299,0.65625
5300,0.84375
5301,0.71875
5302,0.8125
5303,0.8125
5304,0.625
5305,0.65625
5306,0.71875
5307,0.90625
5308,0.8125
5309,0.800000012
5310,0.78125
5311,0.90625
5312,0.75
5313,0.71875
5314,0.84375
5315,0.875
5316,0.8125
5317,0.875
5318,0.875
5319,0.90625
5320,0.9375
5321,0.875
5322,0.6875
5323,0.78125
5324,0.8125
5325,0.78125
5326,0.78125
5327,0.84375
5328,0.9375
5329,0.71875
5330,0.78125
5331,0.78125
5332,0.71875
5333,0.8125
5334,0.90625
5335,0.71875
5336,0.6875
5337,0.75
5338,0.78125
5339,0.6875
5340,0.90625
5341,0.84375
5342,0.8125
5343,0.75
5344,0.8125
5345,0.8125
5346,0.78125
5347,0.84375
5348,0.6875
5349,0.75
5350,0.71875
5351,0.6875
5352,0.75
5353,0.78125
5354,0.875
5355,0.84375
5356,0.71875
5357,0.78125
5358,0.71875
5359,0.875
5360,0.78125
5361,0.78125
5362,0.78125
5363,0.8125
5364,0.75
5365,0.75
5366,0.84375
5367,0.71875
5368,0.84375
5369,0.78125
5370,0.78125
5371,0.71875
5372,0.75
5373,0.8125
5374,0.75
5375,0.78125
5376,0.6875
5377,0.65625
5378,0.78125
5379,0.9375
5380,0.8125
5381,0.75
5382,0.71875
5383,0.625
5384,0.71875
5385,0.78125
5386,0.75
5387,0.78125
5388,0.75
5389,0.75
5390,0.75
5391,0.8125
5392,0.6875
5393,0.75
5394,0.625
5395,0.78125
5396,0.75
5397,0.78125
5398,0.90625
5399,0.6875
5400,0.84375
5401,0.84375
5402,0.875
5403,0.75
5404,0.84375
5405,0.875
5406,0.75
5407,0.8125
5408,0.625
5409,0.78125
5410,0.84375
5411,0.875
5412,0.8125
5413,0.8125
5414,0.78125
5415,0.78125
5416,0.84375
5417,0.71875
5418,0.5625
5419,0.8125
5420,0.65625
5421,0.71875
5422,0.8125
5423,0.90625
5424,0.875
5425,0.8125
5426,0.90625
5427,0.875
5428,0.90625
5429,0.71875
5430,0.875
5431,0.84375
5432,0.90625
5433,0.71875
5434,0.8125
5435,0.78125
5436,0.84375
5437,0.90625
5438,0.78125
5439,0.6875
5440,0.75
5441,0.65625
5442,0.78125
5443,0.875
5444,0.625
5445,0.875
5446,0.75
5447,0.875
5448,0.71875
5449,0.78125
5450,0.75
5451,0.71875
5452,0.8125
5453,0.71875
5454,0.78125
5455,0.65625
5456,0.78125
5457,0.65625
5458,0.84375
5459,0.78125
5460,0.875
5461,0.78125
5462,0.8125
5463,0.78125
5464,0.75
5465,0.8125
5466,0.78125
5467,0.84375
5468,0.8125
5469,0.8125
5470,0.78125
5471,0.6875
5472,0.8125
5473,0.84375
5474,0.90625
5475,0.78125
5476,0.84375
5477,0.78125
5478,0.8125
5479,0.78125
5480,0.875
5481,0.71875
5482,0.78125
5483,0.84375
5484,0.78125
5485,0.78125
5486,0.90625
5487,0.8125
5488,0.8125
5489,0.8125
5490,0.75
5491,0.75
5492,0.71875
5493,0.71875
5494,0.8125
5495,0.84375
5496,0.65625
5497,0.90625
5498,0.71875
5499,0.90625
5500,0.75
5501,0.8125
5502,0.84375
5503,0.84375
5504,0.8125
5505,0.84375
5506,0.71875
5507,0.78125
5508,0.8125
5509,0.8125
5510,0.84375
5511,0.71875
5512,0.6875
5513,0.71875
5514,0.875
5515,0.78125
5516,0.78125
5517,0.71875
5518,0.8125
5519,0.71875
5520,0.78125
5521,0.6875
5522,0.65625
5523,0.6875
5524,0.71875
5525,0.59375
5526,0.84375
5527,0.65625
5528,0.6875
